latitude,longitude,ID,lat_m,long_m,nox,no2,no,ln_nox,ln_no2,ln_no,Pop_500,Pop_1000,Pop_1500,Pop_2000,Pop_2500,Pop_3000,Pop_5000,Pop_10000,Pop_15000,Int_50,Int_100,Int_150,Int_300,Int_500,Int_750,Int_1000,Int_1500,Int_2000,Int_3000,Open_50,Open_100,Open_150,Open_300,Open_500,Open_750,Open_1000,Open_1500,Open_2000,Open_3000,D2C,D2Comm,D2Rroad,D2Ryard,D2airp,D2Mport,D2Lport,D2R,D2A1,D2A2,D2A3,A1_100,A1_150,A1_300,A1_400,A1_50,A1_500,A1_750,A1_1k,A1_3k,A1_5k,A1_10k,A1_15k,A23_50,A23_100,A23_150,A23_300,A23_400,A23_500,A23_750,A23_1k,A23_5k,A23_10k,A23_15k,FieldID,cluster,group_loc,season,seasonfac,lambert_x,lambert_y
33.8655,-118.403,115,3763473.015,-10904173.5684656,59.79279533,22.06696134,37.72583399,4.090885162353516,3.0940816402435303,3.630345106124878,0.02305581961,0.08647151911999999,0.1844404206,0.300361475,0.4442103408,0.6247332026,1.4501944740000001,5.124360423,11.49130949,0,0,3.0492290000000002e-5,6.9438422e-4,0.0027339139400000003,0.007112461279999999,0.01351627688,0.03227645168,0.06044281561,0.1389743848,0.007337417,0.023191009,0.04368526,0.094913329,0.157679954,0.23183428,0.305126078,0.452518528,0.529553557,0.670105504,0.0011753099970519543,0.053726800000000005,0.4084856,1.5057289,0.8558056,2.3106098999999998,1.9101307,2.247499465942383,3.667006731033325,2.944537401199341,2.247499465942383,0,0,0,0,0,0,0,0,0,0.453866336,4.775269851,17.5211544,0,0,0,0.1051860584,0.154594953,0.2576133636,0.5742651233,1.0502075111,13.789603279,46.126148746,98.22386580199999,151,2,26,2,2Fall,-2049080.47714,-313566.94535
33.8655,-118.403,119,3763473.015,-10904173.5684656,47.15173976,21.60866018,25.54307958,3.8533709049224854,3.073094129562378,3.2403664588928223,0.02305581961,0.08647151911999999,0.1844404206,0.300361475,0.4442103408,0.6247332026,1.4501944740000001,5.124360423,11.49130949,0,0,3.0492290000000002e-5,6.9438422e-4,0.0027339139400000003,0.007112461279999999,0.01351627688,0.03227645168,0.06044281561,0.1389743848,0.007337417,0.023191009,0.04368526,0.094913329,0.157679954,0.23183428,0.305126078,0.452518528,0.529553557,0.670105504,0.0011753099970519543,0.053726800000000005,0.4084856,1.5057289,0.8558056,2.3106098999999998,1.9101307,2.247499465942383,3.667006731033325,2.944537401199341,2.247499465942383,0,0,0,0,0,0,0,0,0,0.453866336,4.775269851,17.5211544,0,0,0,0.1051860584,0.154594953,0.2576133636,0.5742651233,1.0502075111,13.789603279,46.126148746,98.22386580199999,127,2,33,3,3Winter,-2049080.47714,-313566.94535
33.8658,-118.4019,118,3763506.354,-10904072.2653658,49.73420066,20.71000637,29.02419429,3.9066927433013916,3.0306169986724854,3.3681297302246094,0.02816440791,0.09656531846,0.1979027518,0.3181142932,0.4677483601,0.6511512957,1.485829921,5.203452812,11.60517953,2.30042e-5,1.2406975000000002e-4,3.0377838e-4,0.00131649489,0.00379542055,0.00871429527,0.015655631439999998,0.03548814795,0.0647133204,0.1453382359,0.005532907,0.018967963,0.040038149,0.093430782,0.156537359,0.230564899,0.303993427,0.451048012,0.528763965,0.668948743,0.002245960058644414,0.0430847,0.3982672,1.5004101,0.8531032999999999,2.3032319,1.9048288,1.8444523811340332,3.658158540725708,2.888423204421997,1.8444523811340332,0,0,0,0,0,0,0,0,0,0.5296068287,4.8604726849999995,17.69218215,0,0.0264060025,0.0539006939,0.12071716550000001,0.185465835,0.28379307239999996,0.6591904679,1.2481603308,14.069546551,46.498096061,98.827346969,126,2,33,3,3Winter,-2048973.80393,-313559.52439
33.8658,-118.4019,110,3763506.354,-10904072.2653658,5.443071173,4.024762959,1.418308214,1.6943434476852417,1.3924660682678223,0.3494647741317749,0.02816440791,0.09656531846,0.1979027518,0.3181142932,0.4677483601,0.6511512957,1.485829921,5.203452812,11.60517953,2.30042e-5,1.2406975000000002e-4,3.0377838e-4,0.00131649489,0.00379542055,0.00871429527,0.015655631439999998,0.03548814795,0.0647133204,0.1453382359,0.005532907,0.018967963,0.040038149,0.093430782,0.156537359,0.230564899,0.303993427,0.451048012,0.528763965,0.668948743,0.002245960058644414,0.0430847,0.3982672,1.5004101,0.8531032999999999,2.3032319,1.9048288,1.8444523811340332,3.658158540725708,2.888423204421997,1.8444523811340332,0,0,0,0,0,0,0,0,0,0.5296068287,4.8604726849999995,17.69218215,0,0.0264060025,0.0539006939,0.12071716550000001,0.185465835,0.28379307239999996,0.6591904679,1.2481603308,14.069546551,46.498096061,98.827346969,147,2,27,1,1Summer,-2048973.80393,-313559.52439
33.8658,-118.4019,114,3763506.354,-10904072.2653658,52.37773491,24.81480109,27.56293382,3.958481550216675,3.211440324783325,3.316471815109253,0.02816440791,0.09656531846,0.1979027518,0.3181142932,0.4677483601,0.6511512957,1.485829921,5.203452812,11.60517953,2.30042e-5,1.2406975000000002e-4,3.0377838e-4,0.00131649489,0.00379542055,0.00871429527,0.015655631439999998,0.03548814795,0.0647133204,0.1453382359,0.005532907,0.018967963,0.040038149,0.093430782,0.156537359,0.230564899,0.303993427,0.451048012,0.528763965,0.668948743,0.002245960058644414,0.0430847,0.3982672,1.5004101,0.8531032999999999,2.3032319,1.9048288,1.8444523811340332,3.658158540725708,2.888423204421997,1.8444523811340332,0,0,0,0,0,0,0,0,0,0.5296068287,4.8604726849999995,17.69218215,0,0.0264060025,0.0539006939,0.12071716550000001,0.185465835,0.28379307239999996,0.6591904679,1.2481603308,14.069546551,46.498096061,98.827346969,150,2,26,2,2Fall,-2048973.80393,-313559.52439
33.8661,-118.4001,112,3763539.693,-10903906.4966571,48.84538565,24.89732619,23.94805946,3.888659954071045,3.2147603034973145,3.1758873462677,0.0352633905,0.1097770519,0.21965629560000002,0.3461469247,0.505496021,0.6907346778000001,1.543851887,5.328546928,11.77500316,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.0022879081500000002,0.005453066239999999,0.01121909149,0.0190038723,0.04052150812,0.07142567761,0.1550307481,0,0,0,0.053827549,0.139636075,0.219656802,0.295720032,0.444492952,0.523304998,0.663022174,0.003927960060536861,0.0261,0.3815979,1.4903916,0.8510637000000001,2.2901976,1.8948129,1.9269132614135742,3.644958734512329,2.780801773071289,1.9269132614135742,0,0,0,0,0,0,0,0,0,0.6368038427,4.989863356,17.94655386,0,0.013852371439999999,0.045074305249999995,0.11651978389999999,0.2530807233,0.43693550249999996,0.80594971471,1.4722373268,14.491486202,47.067518314,99.99205204799999,148,2,26,2,2Fall,-2048804.40842,-313567.88415
33.8661,-118.4001,108,3763539.693,-10903906.4966571,9.92379071,4.823791026,5.099999684,2.2949349880218506,1.573560118675232,1.6292405128479004,0.0352633905,0.1097770519,0.21965629560000002,0.3461469247,0.505496021,0.6907346778000001,1.543851887,5.328546928,11.77500316,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.0022879081500000002,0.005453066239999999,0.01121909149,0.0190038723,0.04052150812,0.07142567761,0.1550307481,0,0,0,0.053827549,0.139636075,0.219656802,0.295720032,0.444492952,0.523304998,0.663022174,0.003927960060536861,0.0261,0.3815979,1.4903916,0.8510637000000001,2.2901976,1.8948129,1.9269132614135742,3.644958734512329,2.780801773071289,1.9269132614135742,0,0,0,0,0,0,0,0,0,0.6368038427,4.989863356,17.94655386,0,0.013852371439999999,0.045074305249999995,0.11651978389999999,0.2530807233,0.43693550249999996,0.80594971471,1.4722373268,14.491486202,47.067518314,99.99205204799999,145,2,27,1,1Summer,-2048804.40842,-313567.88415
33.8661,-118.4001,116,3763539.693,-10903906.4966571,52.41184852,21.37947573,31.0323728,3.959132671356201,3.0624313354492187,3.435030937194824,0.0352633905,0.1097770519,0.21965629560000002,0.3461469247,0.505496021,0.6907346778000001,1.543851887,5.328546928,11.77500316,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.0022879081500000002,0.005453066239999999,0.01121909149,0.0190038723,0.04052150812,0.07142567761,0.1550307481,0,0,0,0.053827549,0.139636075,0.219656802,0.295720032,0.444492952,0.523304998,0.663022174,0.003927960060536861,0.0261,0.3815979,1.4903916,0.8510637000000001,2.2901976,1.8948129,1.9269132614135742,3.644958734512329,2.780801773071289,1.9269132614135742,0,0,0,0,0,0,0,0,0,0.6368038427,4.989863356,17.94655386,0,0.013852371439999999,0.045074305249999995,0.11651978389999999,0.2530807233,0.43693550249999996,0.80594971471,1.4722373268,14.491486202,47.067518314,99.99205204799999,124,2,33,3,3Winter,-2048804.40842,-313567.88415
33.8661,-118.4006,109,3763539.693,-10903952.5435206,9.194674825,5.354937277,3.839737549,2.2186245918273926,1.6780190467834473,1.345404028892517,0.03356455722,0.10652816220000001,0.2136477933,0.33881617700000005,0.4955496347,0.6807602134999999,1.5277606099999999,5.29492662,11.73507291,7.833326999999999e-5,3.1374937e-4,6.4688324e-4,0.00204940557,0.00503056824,0.01057380293,0.0181383754,0.0392161886,0.06966766284,0.15256814070000002,0,0,0.005936079,0.072502828,0.146033308,0.223438195,0.298608134,0.446549893,0.526123373,0.666043402,0.0034912799019366503,0.030657999999999998,0.38622449999999997,1.4937885,0.8506754999999999,2.2942563,1.8982116000000002,1.6122008562088013,3.6479806900024414,2.812033176422119,1.6122008562088013,0,0,0,0,0,0,0,0,0,0.6102757876,4.958822727,17.88151017,0.005652829202,0.03400036453,0.05538088114,0.1162158643,0.2180219377,0.4038153526,0.78454231963,1.428319967,14.379600156,46.916906014999995,99.703255853,146,2,27,1,1Summer,-2048849.21042,-313556.61127
33.8661,-118.4006,113,3763539.693,-10903952.5435206,50.81620529,21.58682299,29.2293823,3.928215265274048,3.072082996368408,3.3751745223999023,0.03356455722,0.10652816220000001,0.2136477933,0.33881617700000005,0.4955496347,0.6807602134999999,1.5277606099999999,5.29492662,11.73507291,7.833326999999999e-5,3.1374937e-4,6.4688324e-4,0.00204940557,0.00503056824,0.01057380293,0.0181383754,0.0392161886,0.06966766284,0.15256814070000002,0,0,0.005936079,0.072502828,0.146033308,0.223438195,0.298608134,0.446549893,0.526123373,0.666043402,0.0034912799019366503,0.030657999999999998,0.38622449999999997,1.4937885,0.8506754999999999,2.2942563,1.8982116000000002,1.6122008562088013,3.6479806900024414,2.812033176422119,1.6122008562088013,0,0,0,0,0,0,0,0,0,0.6102757876,4.958822727,17.88151017,0.005652829202,0.03400036453,0.05538088114,0.1162158643,0.2180219377,0.4038153526,0.78454231963,1.428319967,14.379600156,46.916906014999995,99.703255853,149,2,26,2,2Fall,-2048849.21042,-313556.61127
